No,year,month,day,hour,PM2.5,PM10,SO2,NO2,CO,O3,TEMP,PRES,DEWP,RAIN,wd,WSPM,station,datetime,station_type,season,AQI_Category
9741,2014,4,10,20,63.0,217.0,35.0,65.0,1500.0,52.0,15.6,1015.3,-1.9,0.0,S,0.7,Guanyuan,2014-04-10 20:00:00,Urban,Spring,Moderate
9742,2014,4,10,21,40.0,218.0,37.0,65.0,1600.0,48.0,15.4,1015.5,-0.8,0.0,SW,0.9,Guanyuan,2014-04-10 21:00:00,Urban,Spring,Moderate
9743,2014,4,10,22,71.0,225.0,39.0,65.0,1700.0,44.0,15.6,1015.3,-0.2,0.0,SSW,1.2,Guanyuan,2014-04-10 22:00:00,Urban,Spring,Moderate
9744,2014,4,10,23,86.0,250.0,42.0,77.0,1900.0,29.0,15.1,1014.9,0.9,0.0,SSW,1.8,Guanyuan,2014-04-10 23:00:00,Urban,Spring,Unhealthy for Sensitive Groups
9745,2014,4,11,0,90.0,280.0,41.0,93.0,1900.0,10.0,14.6,1014.8,1.1,0.0,SSW,1.3,Guanyuan,2014-04-11 00:00:00,Urban,Spring,Unhealthy for Sensitive Groups
9746,2014,4,11,1,85.0,231.0,36.0,97.0,1800.0,2.0,14.1,1014.7,2.3,0.0,WSW,1.9,Guanyuan,2014-04-11 01:00:00,Urban,Spring,Unhealthy for Sensitive Groups
9747,2014,4,11,2,81.0,219.0,33.0,98.0,1800.0,2.0,13.6,1014.7,3.1,0.0,SE,0.2,Guanyuan,2014-04-11 02:00:00,Urban,Spring,Unhealthy for Sensitive Groups
9748,2014,4,11,3,86.0,194.0,34.0,90.0,1600.0,2.0,13.4,1014.4,3.2,0.0,SW,1.2,Guanyuan,2014-04-11 03:00:00,Urban,Spring,Unhealthy for Sensitive Groups
9749,2014,4,11,4,74.0,163.0,35.0,86.0,1600.0,7.0,13.4,1014.2,0.4,0.0,SSW,0.7,Guanyuan,2014-04-11 04:00:00,Urban,Spring,Moderate
9750,2014,4,11,5,71.0,139.0,32.0,90.0,1500.0,10.0,13.2,1014.2,0.9,0.0,ESE,0.7,Guanyuan,2014-04-11 05:00:00,Urban,Spring,Moderate
9751,2014,4,11,6,71.0,125.0,31.0,92.0,1500.0,10.0,13.2,1014.5,1.5,0.0,E,0.9,Guanyuan,2014-04-11 06:00:00,Urban,Spring,Moderate
9752,2014,4,11,7,65.0,81.0,22.0,73.0,900.0,41.0,13.1,1015.4,2.6,0.0,E,0.2,Guanyuan,2014-04-11 07:00:00,Urban,Spring,Moderate
9753,2014,4,11,8,47.0,64.0,15.0,56.0,600.0,72.0,13.6,1015.7,2.2,0.0,NE,1.4,Guanyuan,2014-04-11 08:00:00,Urban,Spring,Moderate
9754,2014,4,11,9,48.0,65.0,14.0,55.0,600.0,72.0,13.8,1015.7,1.7,0.0,ENE,1.5,Guanyuan,2014-04-11 09:00:00,Urban,Spring,Moderate
9755,2014,4,11,10,49.0,77.0,13.0,70.0,700.0,58.0,14.4,1015.3,2.3,0.0,ENE,1.3,Guanyuan,2014-04-11 10:00:00,Urban,Spring,Moderate
9756,2014,4,11,11,56.0,62.0,11.0,84.0,800.0,44.0,15.8,1014.3,2.6,0.0,ENE,1.2,Guanyuan,2014-04-11 11:00:00,Urban,Spring,Moderate
9757,2014,4,11,12,48.0,73.0,11.0,74.0,700.0,57.0,16.6,1013.4,1.8,0.0,SSW,1.0,Guanyuan,2014-04-11 12:00:00,Urban,Spring,Moderate
9758,2014,4,11,13,56.0,75.0,12.0,71.0,700.0,65.0,17.7,1012.2,0.8,0.0,SSE,1.8,Guanyuan,2014-04-11 13:00:00,Urban,Spring,Moderate
9759,2014,4,11,14,63.0,78.0,11.0,64.0,600.0,80.0,17.6,1011.5,3.1,0.0,SSW,1.2,Guanyuan,2014-04-11 14:00:00,Urban,Spring,Moderate
9760,2014,4,11,15,57.0,69.0,9.0,53.0,500.0,100.0,17.0,1011.0,-0.7,0.0,SSW,1.9,Guanyuan,2014-04-11 15:00:00,Urban,Spring,Moderate
9761,2014,4,11,16,46.0,57.0,8.0,45.0,400.0,111.0,16.8,1010.6,-0.4,0.0,SW,1.0,Guanyuan,2014-04-11 16:00:00,Urban,Spring,Moderate
9762,2014,4,11,17,56.0,66.0,11.0,43.0,500.0,118.0,16.3,1010.3,0.4,0.0,SSW,0.9,Guanyuan,2014-04-11 17:00:00,Urban,Spring,Moderate
9763,2014,4,11,18,51.0,69.0,13.0,49.0,600.0,114.0,15.5,1010.6,0.5,0.0,SW,1.3,Guanyuan,2014-04-11 18:00:00,Urban,Spring,Moderate
9764,2014,4,11,19,63.0,75.0,15.0,56.0,700.0,100.0,15.0,1011.2,-0.8,0.0,WSW,2.1,Guanyuan,2014-04-11 19:00:00,Urban,Spring,Moderate
9765,2014,4,11,20,59.0,80.0,15.0,54.0,700.0,94.0,14.2,1011.8,0.1,0.0,SW,1.4,Guanyuan,2014-04-11 20:00:00,Urban,Spring,Moderate
9766,2014,4,11,21,56.0,72.0,12.0,56.0,600.0,86.0,12.1,1012.1,1.7,0.0,SW,0.8,Guanyuan,2014-04-11 21:00:00,Urban,Spring,Moderate
9767,2014,4,11,22,53.0,67.0,17.0,68.0,800.0,66.0,13.1,1012.0,0.1,0.0,SW,1.2,Guanyuan,2014-04-11 22:00:00,Urban,Spring,Moderate
9768,2014,4,11,23,83.0,122.0,30.0,89.0,1200.0,29.0,11.1,1012.0,2.4,0.0,WSW,1.1,Guanyuan,2014-04-11 23:00:00,Urban,Spring,Unhealthy for Sensitive Groups
9769,2014,4,12,0,89.0,121.0,37.0,93.0,1300.0,21.0,9.6,1011.8,2.9,0.0,SSW,0.8,Guanyuan,2014-04-12 00:00:00,Urban,Spring,Unhealthy for Sensitive Groups
9770,2014,4,12,1,88.0,113.0,37.0,95.0,1400.0,15.0,8.6,1011.2,2.8,0.0,WSW,0.0,Guanyuan,2014-04-12 01:00:00,Urban,Spring,Unhealthy for Sensitive Groups
9771,2014,4,12,2,93.0,126.0,37.0,105.0,1400.0,4.0,8.7,1010.8,2.5,0.0,ENE,0.6,Guanyuan,2014-04-12 02:00:00,Urban,Spring,Unhealthy for Sensitive Groups
9772,2014,4,12,3,95.0,122.0,31.0,98.0,1400.0,7.0,9.0,1010.7,2.8,0.0,NE,1.0,Guanyuan,2014-04-12 03:00:00,Urban,Spring,Unhealthy for Sensitive Groups
9773,2014,4,12,4,94.0,120.0,24.0,97.0,1600.0,7.0,8.3,1010.7,1.9,0.0,NE,1.1,Guanyuan,2014-04-12 04:00:00,Urban,Spring,Unhealthy for Sensitive Groups
9774,2014,4,12,5,84.0,116.0,19.0,97.0,1300.0,2.0,7.9,1011.0,1.5,0.0,NE,0.4,Guanyuan,2014-04-12 05:00:00,Urban,Spring,Unhealthy for Sensitive Groups
9775,2014,4,12,6,90.0,149.0,17.0,111.0,1400.0,2.0,9.1,1011.7,3.1,0.0,NE,1.1,Guanyuan,2014-04-12 06:00:00,Urban,Spring,Unhealthy for Sensitive Groups
9776,2014,4,12,7,93.0,178.0,21.0,108.0,1800.0,2.0,12.2,1011.9,2.1,0.0,NE,1.1,Guanyuan,2014-04-12 07:00:00,Urban,Spring,Unhealthy for Sensitive Groups
9777,2014,4,12,8,114.0,188.0,35.0,114.0,2300.0,2.0,14.7,1012.0,1.6,0.0,NNE,1.2,Guanyuan,2014-04-12 08:00:00,Urban,Spring,Unhealthy for Sensitive Groups
9778,2014,4,12,9,121.0,176.0,38.0,122.0,2300.0,3.0,16.3,1011.8,0.8,0.0,SW,1.2,Guanyuan,2014-04-12 09:00:00,Urban,Spring,Unhealthy
9779,2014,4,12,10,113.0,159.0,35.0,119.0,1800.0,21.0,18.0,1011.5,1.9,0.0,S,2.0,Guanyuan,2014-04-12 10:00:00,Urban,Spring,Unhealthy for Sensitive Groups
9780,2014,4,12,11,111.0,138.0,31.0,119.0,1700.0,39.0,19.3,1010.9,0.8,0.0,S,1.9,Guanyuan,2014-04-12 11:00:00,Urban,Spring,Unhealthy for Sensitive Groups
9781,2014,4,12,12,104.0,113.0,27.0,70.0,1300.0,96.0,20.6,1009.6,1.4,0.0,S,2.6,Guanyuan,2014-04-12 12:00:00,Urban,Spring,Unhealthy for Sensitive Groups
9782,2014,4,12,13,83.0,95.0,21.0,44.0,900.0,135.0,20.1,1009.1,2.0,0.0,SSW,2.0,Guanyuan,2014-04-12 13:00:00,Urban,Spring,Unhealthy for Sensitive Groups
9783,2014,4,12,14,87.0,104.0,22.0,37.0,800.0,159.0,21.3,1008.3,2.0,0.0,S,1.8,Guanyuan,2014-04-12 14:00:00,Urban,Spring,Unhealthy for Sensitive Groups
9784,2014,4,12,15,78.0,97.0,18.0,36.0,800.0,157.0,20.8,1007.8,2.1,0.0,SW,2.9,Guanyuan,2014-04-12 15:00:00,Urban,Spring,Unhealthy for Sensitive Groups
9785,2014,4,12,16,81.0,98.0,20.0,35.0,900.0,161.0,19.9,1007.8,3.1,0.0,SW,2.2,Guanyuan,2014-04-12 16:00:00,Urban,Spring,Unhealthy for Sensitive Groups
9786,2014,4,12,17,86.0,118.0,27.0,45.0,1400.0,157.0,19.5,1008.9,3.2,0.0,SW,1.5,Guanyuan,2014-04-12 17:00:00,Urban,Spring,Unhealthy for Sensitive Groups
9787,2014,4,12,18,100.0,129.0,33.0,54.0,1800.0,161.0,18.3,1008.5,2.2,0.0,SW,1.9,Guanyuan,2014-04-12 18:00:00,Urban,Spring,Unhealthy for Sensitive Groups
9788,2014,4,12,19,110.0,132.0,36.0,61.0,2000.0,159.0,17.4,1009.7,2.5,0.0,SW,1.5,Guanyuan,2014-04-12 19:00:00,Urban,Spring,Unhealthy for Sensitive Groups
9789,2014,4,12,20,115.0,137.0,34.0,73.0,2000.0,144.0,15.4,1010.0,4.1,0.0,SSW,0.5,Guanyuan,2014-04-12 20:00:00,Urban,Spring,Unhealthy for Sensitive Groups
9790,2014,4,12,21,109.0,137.0,29.0,81.0,1700.0,106.0,13.0,1010.3,6.1,0.0,SW,1.2,Guanyuan,2014-04-12 21:00:00,Urban,Spring,Unhealthy for Sensitive Groups
9791,2014,4,12,22,110.0,166.0,26.0,97.0,1500.0,71.0,13.2,1010.6,4.1,0.0,SSE,1.0,Guanyuan,2014-04-12 22:00:00,Urban,Spring,Unhealthy for Sensitive Groups
9792,2014,4,12,23,113.0,158.0,24.0,133.0,1600.0,15.0,14.6,1010.9,3.7,0.0,S,1.0,Guanyuan,2014-04-12 23:00:00,Urban,Spring,Unhealthy for Sensitive Groups
9793,2014,4,13,0,104.0,145.0,25.0,131.0,1400.0,14.0,12.7,1010.9,5.8,0.0,SW,0.0,Guanyuan,2014-04-13 00:00:00,Urban,Spring,Unhealthy for Sensitive Groups
9794,2014,4,13,1,118.0,166.0,27.0,90.0,1100.0,42.0,10.7,1011.1,6.1,0.0,W,0.4,Guanyuan,2014-04-13 01:00:00,Urban,Spring,Unhealthy
9795,2014,4,13,2,136.0,157.0,26.0,73.0,1000.0,44.0,9.9,1011.2,6.6,0.0,E,0.0,Guanyuan,2014-04-13 02:00:00,Urban,Spring,Unhealthy
9796,2014,4,13,3,148.0,154.0,26.0,87.0,1100.0,21.0,9.1,1011.2,6.2,0.0,SE,0.0,Guanyuan,2014-04-13 03:00:00,Urban,Spring,Unhealthy
9797,2014,4,13,4,153.0,160.0,22.0,97.0,1200.0,3.0,8.8,1011.0,5.4,0.0,NE,0.4,Guanyuan,2014-04-13 04:00:00,Urban,Spring,Very Unhealthy
9798,2014,4,13,5,129.0,151.0,20.0,95.0,1200.0,2.0,9.9,1011.8,4.9,0.0,NE,1.3,Guanyuan,2014-04-13 05:00:00,Urban,Spring,Unhealthy
9799,2014,4,13,6,124.0,138.0,20.0,107.0,1400.0,2.0,11.0,1012.5,4.9,0.0,ENE,1.5,Guanyuan,2014-04-13 06:00:00,Urban,Spring,Unhealthy
9800,2014,4,13,7,119.0,186.0,25.0,119.0,1600.0,2.0,12.9,1013.1,6.0,0.0,NE,1.5,Guanyuan,2014-04-13 07:00:00,Urban,Spring,Unhealthy
9801,2014,4,13,8,132.0,225.0,30.0,119.0,1800.0,2.0,15.0,1013.2,6.5,0.0,NE,2.0,Guanyuan,2014-04-13 08:00:00,Urban,Spring,Unhealthy
9802,2014,4,13,9,160.0,233.0,34.0,118.0,1700.0,6.0,17.2,1013.6,7.3,0.0,ENE,0.9,Guanyuan,2014-04-13 09:00:00,Urban,Spring,Very Unhealthy
9803,2014,4,13,10,178.0,205.0,40.0,114.0,1600.0,28.0,18.6,1012.8,6.4,0.0,WSW,0.6,Guanyuan,2014-04-13 10:00:00,Urban,Spring,Very Unhealthy
9804,2014,4,13,11,186.0,208.0,38.0,123.0,1500.0,51.0,20.4,1012.1,6.3,0.0,SSW,1.4,Guanyuan,2014-04-13 11:00:00,Urban,Spring,Very Unhealthy
9805,2014,4,13,12,190.0,220.0,35.0,140.0,1600.0,72.0,22.2,1011.4,7.6,0.0,SSW,2.2,Guanyuan,2014-04-13 12:00:00,Urban,Spring,Very Unhealthy
9806,2014,4,13,13,204.0,226.0,38.0,101.0,1300.0,146.0,23.1,1010.7,8.0,0.0,S,1.8,Guanyuan,2014-04-13 13:00:00,Urban,Spring,Very Unhealthy
9807,2014,4,13,14,190.0,201.0,34.0,48.0,1100.0,222.0,23.2,1009.7,6.9,0.0,SW,3.9,Guanyuan,2014-04-13 14:00:00,Urban,Spring,Very Unhealthy
9808,2014,4,13,15,147.0,177.0,31.0,41.0,1000.0,235.0,23.3,1009.2,7.8,0.0,SSW,2.1,Guanyuan,2014-04-13 15:00:00,Urban,Spring,Unhealthy
9809,2014,4,13,16,167.0,176.0,27.0,36.0,1000.0,235.0,23.0,1009.0,8.3,0.0,WSW,1.7,Guanyuan,2014-04-13 16:00:00,Urban,Spring,Very Unhealthy
9810,2014,4,13,17,155.0,183.0,28.0,38.0,1100.0,229.0,22.0,1009.4,8.1,0.0,SW,2.6,Guanyuan,2014-04-13 17:00:00,Urban,Spring,Very Unhealthy
9811,2014,4,13,18,151.0,172.0,27.0,40.0,1100.0,218.0,20.9,1010.0,8.5,0.0,SW,2.0,Guanyuan,2014-04-13 18:00:00,Urban,Spring,Very Unhealthy
9812,2014,4,13,19,136.0,163.0,24.0,45.0,1000.0,194.0,19.1,1010.4,9.3,0.0,SSW,1.1,Guanyuan,2014-04-13 19:00:00,Urban,Spring,Unhealthy
9813,2014,4,13,20,148.0,175.0,27.0,54.0,1100.0,174.0,18.9,1011.1,9.4,0.0,SSW,1.2,Guanyuan,2014-04-13 20:00:00,Urban,Spring,Unhealthy
9814,2014,4,13,21,165.0,195.0,30.0,76.0,1200.0,130.0,16.0,1011.2,9.9,0.0,W,0.5,Guanyuan,2014-04-13 21:00:00,Urban,Spring,Very Unhealthy
9815,2014,4,13,22,188.0,215.0,32.0,88.0,1400.0,97.0,14.3,1011.1,10.3,0.0,E,0.0,Guanyuan,2014-04-13 22:00:00,Urban,Spring,Very Unhealthy
9816,2014,4,13,23,199.0,219.0,41.0,94.0,1600.0,82.0,13.8,1011.7,10.0,0.0,ENE,0.4,Guanyuan,2014-04-13 23:00:00,Urban,Spring,Very Unhealthy
9817,2014,4,14,0,206.0,231.0,39.0,129.0,1600.0,36.0,14.2,1011.7,10.2,0.0,E,0.9,Guanyuan,2014-04-14 00:00:00,Urban,Spring,Very Unhealthy
9818,2014,4,14,1,210.0,244.0,31.0,165.0,1800.0,2.0,14.0,1011.6,9.8,0.0,NE,1.1,Guanyuan,2014-04-14 01:00:00,Urban,Spring,Very Unhealthy
9819,2014,4,14,2,218.0,234.0,28.0,146.0,2400.0,2.0,13.4,1011.6,9.8,0.0,NE,1.2,Guanyuan,2014-04-14 02:00:00,Urban,Spring,Very Unhealthy
9820,2014,4,14,3,231.0,247.0,26.0,140.0,2500.0,2.0,12.4,1011.3,9.6,0.0,NE,0.6,Guanyuan,2014-04-14 03:00:00,Urban,Spring,Very Unhealthy
9821,2014,4,14,4,198.0,252.0,25.0,131.0,2400.0,2.0,12.1,1011.7,10.0,0.0,NE,1.0,Guanyuan,2014-04-14 04:00:00,Urban,Spring,Very Unhealthy
9822,2014,4,14,5,209.0,260.0,22.0,131.0,2300.0,2.0,11.7,1012.3,9.9,0.0,NE,1.1,Guanyuan,2014-04-14 05:00:00,Urban,Spring,Very Unhealthy
9823,2014,4,14,6,254.0,270.0,22.0,122.0,2300.0,2.0,12.9,1013.0,10.3,0.0,NE,1.5,Guanyuan,2014-04-14 06:00:00,Urban,Spring,Hazardous
9824,2014,4,14,7,251.0,272.0,27.0,112.0,2300.0,2.0,14.6,1012.8,10.0,0.0,NE,2.3,Guanyuan,2014-04-14 07:00:00,Urban,Spring,Hazardous
9825,2014,4,14,8,213.0,268.0,40.0,107.0,2200.0,4.0,16.4,1013.1,10.3,0.0,NE,1.1,Guanyuan,2014-04-14 08:00:00,Urban,Spring,Very Unhealthy
9826,2014,4,14,9,266.0,287.0,54.0,112.0,2300.0,18.0,18.6,1012.8,10.7,0.0,NE,1.6,Guanyuan,2014-04-14 09:00:00,Urban,Spring,Hazardous
9827,2014,4,14,10,266.0,261.0,62.0,82.0,2100.0,62.0,20.7,1012.0,11.6,0.0,ESE,1.3,Guanyuan,2014-04-14 10:00:00,Urban,Spring,Hazardous
9828,2014,4,14,11,171.0,284.0,58.0,101.0,2200.0,90.0,22.1,1011.3,11.2,0.0,WNW,1.2,Guanyuan,2014-04-14 11:00:00,Urban,Spring,Very Unhealthy
9829,2014,4,14,12,229.0,289.0,53.0,106.0,2300.0,133.0,23.6,1010.4,13.2,0.0,SSW,1.6,Guanyuan,2014-04-14 12:00:00,Urban,Spring,Very Unhealthy
9830,2014,4,14,13,246.0,293.0,46.0,121.0,2300.0,149.0,24.9,1009.4,12.1,0.0,SE,0.8,Guanyuan,2014-04-14 13:00:00,Urban,Spring,Very Unhealthy
9831,2014,4,14,14,251.0,287.0,41.0,107.0,2000.0,194.0,24.9,1008.5,13.1,0.0,SSW,2.0,Guanyuan,2014-04-14 14:00:00,Urban,Spring,Hazardous
9832,2014,4,14,15,233.0,249.0,36.0,71.0,1800.0,235.0,25.0,1007.8,13.9,0.0,SW,2.4,Guanyuan,2014-04-14 15:00:00,Urban,Spring,Very Unhealthy
9833,2014,4,14,16,229.0,199.0,37.0,44.0,1500.0,233.0,24.8,1007.3,14.0,0.0,SW,2.1,Guanyuan,2014-04-14 16:00:00,Urban,Spring,Very Unhealthy
9834,2014,4,14,17,157.0,173.0,39.0,43.0,1400.0,209.0,23.8,1007.2,14.5,0.0,SSW,2.6,Guanyuan,2014-04-14 17:00:00,Urban,Spring,Very Unhealthy
9835,2014,4,14,18,166.0,226.0,40.0,48.0,1500.0,200.0,22.7,1007.7,14.3,0.0,SSW,1.2,Guanyuan,2014-04-14 18:00:00,Urban,Spring,Very Unhealthy
9836,2014,4,14,19,196.0,238.0,38.0,62.0,1600.0,196.0,21.5,1008.3,14.2,0.0,SSW,1.1,Guanyuan,2014-04-14 19:00:00,Urban,Spring,Very Unhealthy
9837,2014,4,14,20,207.0,252.0,34.0,72.0,1600.0,156.0,21.4,1008.7,13.8,0.0,SW,1.6,Guanyuan,2014-04-14 20:00:00,Urban,Spring,Very Unhealthy
9838,2014,4,14,21,213.0,242.0,34.0,76.0,1700.0,124.0,21.4,1008.9,10.2,0.0,SSW,1.8,Guanyuan,2014-04-14 21:00:00,Urban,Spring,Very Unhealthy
9839,2014,4,14,22,134.0,105.0,29.0,57.0,1000.0,104.0,19.5,1009.1,10.2,0.0,W,0.7,Guanyuan,2014-04-14 22:00:00,Urban,Spring,Unhealthy
9840,2014,4,14,23,78.0,64.0,19.0,53.0,600.0,84.0,16.3,1009.9,12.3,0.0,ENE,0.5,Guanyuan,2014-04-14 23:00:00,Urban,Spring,Unhealthy for Sensitive Groups
9841,2014,4,15,0,52.0,61.0,16.0,46.0,400.0,81.0,15.2,1010.1,11.6,0.0,S,0.5,Guanyuan,2014-04-15 00:00:00,Urban,Spring,Moderate
9842,2014,4,15,1,51.0,65.0,13.0,52.0,500.0,62.0,15.5,1010.4,12.8,0.0,NW,0.4,Guanyuan,2014-04-15 01:00:00,Urban,Spring,Moderate
9843,2014,4,15,2,47.0,70.0,13.0,50.0,400.0,59.0,14.6,1010.6,13.0,0.0,E,0.8,Guanyuan,2014-04-15 02:00:00,Urban,Spring,Moderate
9844,2014,4,15,3,48.0,69.0,14.0,53.0,400.0,51.0,14.5,1010.9,12.4,0.0,ESE,0.0,Guanyuan,2014-04-15 03:00:00,Urban,Spring,Moderate
9845,2014,4,15,4,75.0,140.0,11.0,84.0,900.0,51.0,13.4,1011.6,12.1,0.0,NE,0.5,Guanyuan,2014-04-15 04:00:00,Urban,Spring,Moderate
9846,2014,4,15,5,199.0,285.0,9.0,84.0,1700.0,2.0,13.1,1012.7,12.2,0.0,ENE,0.5,Guanyuan,2014-04-15 05:00:00,Urban,Spring,Very Unhealthy
9847,2014,4,15,6,199.0,285.0,9.0,84.0,1700.0,2.0,14.7,1014.0,12.2,0.0,NNE,1.1,Guanyuan,2014-04-15 06:00:00,Urban,Spring,Very Unhealthy
9848,2014,4,15,7,198.0,285.0,9.0,84.0,1700.0,2.0,17.5,1014.9,12.0,0.0,NE,0.9,Guanyuan,2014-04-15 07:00:00,Urban,Spring,Very Unhealthy
9849,2014,4,15,8,198.0,285.0,9.0,84.0,1700.0,2.0,19.5,1015.6,12.3,0.0,SSW,0.5,Guanyuan,2014-04-15 08:00:00,Urban,Spring,Very Unhealthy
9850,2014,4,15,9,102.0,144.0,35.0,80.0,1200.0,35.0,20.0,1015.8,12.7,0.0,SSW,1.0,Guanyuan,2014-04-15 09:00:00,Urban,Spring,Unhealthy for Sensitive Groups
9851,2014,4,15,10,110.0,135.0,38.0,69.0,1600.0,65.0,21.6,1015.3,13.0,0.0,SSW,1.8,Guanyuan,2014-04-15 10:00:00,Urban,Spring,Unhealthy for Sensitive Groups
9852,2014,4,15,11,115.0,122.0,36.0,55.0,1300.0,97.0,21.9,1014.3,12.7,0.0,SSW,2.1,Guanyuan,2014-04-15 11:00:00,Urban,Spring,Unhealthy for Sensitive Groups
9853,2014,4,15,12,78.0,101.0,27.0,42.0,900.0,126.0,22.1,1013.7,12.4,0.0,SSE,1.9,Guanyuan,2014-04-15 12:00:00,Urban,Spring,Unhealthy for Sensitive Groups
9854,2014,4,15,13,78.0,102.0,24.0,39.0,900.0,140.0,20.1,1013.7,6.4,0.0,SSW,4.2,Guanyuan,2014-04-15 13:00:00,Urban,Spring,Unhealthy for Sensitive Groups
9855,2014,4,15,14,94.0,141.0,23.0,47.0,900.0,96.0,19.7,1013.3,3.0,0.0,SW,4.4,Guanyuan,2014-04-15 14:00:00,Urban,Spring,Unhealthy for Sensitive Groups
9856,2014,4,15,15,41.0,140.0,17.0,35.0,700.0,80.0,18.4,1012.9,2.2,0.0,SSW,2.7,Guanyuan,2014-04-15 15:00:00,Urban,Spring,Moderate
9857,2014,4,15,16,40.0,119.0,17.0,42.0,700.0,64.0,18.0,1012.7,1.5,0.0,SW,2.7,Guanyuan,2014-04-15 16:00:00,Urban,Spring,Moderate
9858,2014,4,15,17,31.0,101.0,12.0,46.0,500.0,59.0,17.7,1012.3,2.0,0.0,SSW,1.2,Guanyuan,2014-04-15 17:00:00,Urban,Spring,Good
9859,2014,4,15,18,29.0,103.0,11.0,54.0,500.0,53.0,17.3,1012.5,1.3,0.0,SSW,2.7,Guanyuan,2014-04-15 18:00:00,Urban,Spring,Good
9860,2014,4,15,19,39.0,147.0,13.0,69.0,800.0,35.0,16.4,1013.3,0.9,0.0,SW,3.1,Guanyuan,2014-04-15 19:00:00,Urban,Spring,Moderate
9861,2014,4,15,20,48.0,135.0,13.0,64.0,800.0,35.0,15.5,1013.7,1.2,0.0,SW,1.5,Guanyuan,2014-04-15 20:00:00,Urban,Spring,Moderate
9862,2014,4,15,21,33.0,106.0,13.0,61.0,600.0,36.0,14.8,1013.4,1.3,0.0,SW,1.2,Guanyuan,2014-04-15 21:00:00,Urban,Spring,Good
9863,2014,4,15,22,34.0,96.0,12.0,67.0,600.0,25.0,13.8,1013.0,3.3,0.0,SW,1.1,Guanyuan,2014-04-15 22:00:00,Urban,Spring,Good
9864,2014,4,15,23,35.0,83.0,11.0,62.0,500.0,29.0,13.5,1012.8,3.8,0.0,SSW,0.8,Guanyuan,2014-04-15 23:00:00,Urban,Spring,Good
9865,2014,4,16,0,31.0,67.0,10.0,57.0,500.0,36.0,13.4,1012.3,4.5,0.0,NW,0.9,Guanyuan,2014-04-16 00:00:00,Urban,Spring,Good
9866,2014,4,16,1,39.0,97.0,9.0,59.0,500.0,32.0,13.0,1011.0,4.9,0.0,NNW,0.4,Guanyuan,2014-04-16 01:00:00,Urban,Spring,Moderate
9867,2014,4,16,2,38.0,87.0,9.0,69.0,500.0,20.0,13.5,1010.9,4.1,0.0,NE,0.9,Guanyuan,2014-04-16 02:00:00,Urban,Spring,Moderate
9868,2014,4,16,3,36.0,88.0,9.0,71.0,500.0,16.0,13.3,1010.5,3.4,0.0,E,0.8,Guanyuan,2014-04-16 03:00:00,Urban,Spring,Moderate
9869,2014,4,16,4,40.0,98.0,9.0,85.0,500.0,2.0,12.6,1010.2,4.3,0.0,W,0.4,Guanyuan,2014-04-16 04:00:00,Urban,Spring,Moderate
9870,2014,4,16,5,41.0,110.0,11.0,91.0,700.0,2.0,12.1,1010.0,5.3,0.0,N,0.0,Guanyuan,2014-04-16 05:00:00,Urban,Spring,Moderate
9871,2014,4,16,6,49.0,110.0,10.0,90.0,700.0,2.0,12.6,1010.2,7.1,0.0,N,0.0,Guanyuan,2014-04-16 06:00:00,Urban,Spring,Moderate
9872,2014,4,16,7,35.0,64.0,10.0,84.0,600.0,7.0,14.2,1010.6,8.2,0.0,N,0.0,Guanyuan,2014-04-16 07:00:00,Urban,Spring,Good
9873,2014,4,16,8,40.0,80.0,11.0,78.0,600.0,13.0,15.4,1010.7,3.5,0.0,NW,1.2,Guanyuan,2014-04-16 08:00:00,Urban,Spring,Moderate
9874,2014,4,16,9,31.0,63.0,13.0,70.0,700.0,29.0,17.1,1010.2,-2.6,0.0,WSW,1.0,Guanyuan,2014-04-16 09:00:00,Urban,Spring,Good
9875,2014,4,16,10,49.0,89.0,19.0,78.0,800.0,29.0,17.6,1009.8,-3.2,0.0,WSW,1.9,Guanyuan,2014-04-16 10:00:00,Urban,Spring,Moderate
9876,2014,4,16,11,58.0,101.0,21.0,78.0,900.0,38.0,19.4,1008.7,-4.8,0.0,SE,1.2,Guanyuan,2014-04-16 11:00:00,Urban,Spring,Moderate
9877,2014,4,16,12,49.0,79.0,18.0,62.0,700.0,62.0,20.1,1008.0,-3.6,0.0,E,0.6,Guanyuan,2014-04-16 12:00:00,Urban,Spring,Moderate
9878,2014,4,16,13,40.0,76.0,14.0,60.0,700.0,73.0,20.8,1007.0,-4.4,0.0,SW,0.9,Guanyuan,2014-04-16 13:00:00,Urban,Spring,Moderate
9879,2014,4,16,14,52.0,87.0,13.0,60.0,600.0,80.0,22.2,1006.2,-3.3,0.0,ESE,1.6,Guanyuan,2014-04-16 14:00:00,Urban,Spring,Moderate
9880,2014,4,16,15,58.0,100.0,12.0,59.0,600.0,96.0,21.4,1005.8,-3.2,0.0,ESE,1.0,Guanyuan,2014-04-16 15:00:00,Urban,Spring,Moderate
9881,2014,4,16,16,55.0,94.0,12.0,53.0,600.0,109.0,20.9,1005.1,-2.3,0.0,SSE,0.9,Guanyuan,2014-04-16 16:00:00,Urban,Spring,Moderate
9882,2014,4,16,17,46.0,93.0,11.0,46.0,600.0,116.0,19.8,1005.1,-2.6,0.0,SW,1.5,Guanyuan,2014-04-16 17:00:00,Urban,Spring,Moderate
